CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALLS LOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
08:23:03 CT 05 Feb 2021,0,0,0,0.1346,0,0,18:04:02 CT 04 Feb 2021,0,0,0,0.7267,0,0,3050.0,2024-11-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4436,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2356,0,0,2250.0,2024-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2872,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3707,0,0,2500.0,2024-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2505,0,0,18:04:51 CT 04 Feb 2021,0,0,0,0.4040,0,0,2600.0,2024-11-01
18:04:11 CT 04 Feb 2021,0,0,0,0.2628,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4662,0,0,2650.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2035,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.5028,0,0,2750.0,2024-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.1771,0,0,18:04:27 CT 04 Feb 2021,0,0,0,0.5739,0,0,2850.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1440,0,0,18:05:03 CT 04 Feb 2021,0,0,0,0.6872,0,0,3000.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1033,0,0,18:05:33 CT 04 Feb 2021,0,0,0,0.8917,0,0,3250.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0757,0,0,18:05:59 CT 04 Feb 2021,0,0,0,1.1103,0,0,3500.0,2024-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.0602,0,0,18:04:11 CT 04 Feb 2021,0,0,0,1.2926,0,0,3700.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0570,0,0,18:04:29 CT 04 Feb 2021,0,0,0,1.3389,0,0,3750.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0440,0,0,18:05:10 CT 04 Feb 2021,0,0,0,1.5739,0,0,4000.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0288,0,0,18:04:21 CT 04 Feb 2021,0,0,0,2.0562,0,0,4500.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0244,0,0,18:03:48 CT 04 Feb 2021,0,0,0,2.2510,0,0,4700.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0190,0,0,18:05:13 CT 04 Feb 2021,0,0,0,2.5446,0,0,5000.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0183,0,0,18:05:07 CT 04 Feb 2021,0,0,0,2.5938,0,0,5050.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0151,0,0,08:23:03 CT 05 Feb 2021,0,0,0,2.8793,0,0,5300.0,2024-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0051,0,0,18:04:49 CT 04 Feb 2021,0,0,0,4.2782,0,0,6750.0,2024-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2187,0,0,18:04:27 CT 04 Feb 2021,0,0,0,0.5154,0,0,2850.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2494,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.4491,0,0,2750.0,2024-12-01
18:04:13 CT 04 Feb 2021,0,0,0,0.5273,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2121,0,0,2250.0,2024-12-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3041,0,0,18:04:51 CT 04 Feb 2021,0,0,0,0.3584,0,0,2600.0,2024-12-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3464,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3305,0,0,2500.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1709,0,0,18:04:02 CT 04 Feb 2021,0,0,0,0.6623,0,0,3050.0,2024-12-01
18:04:11 CT 04 Feb 2021,0,0,0,0.3210,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.4177,0,0,2650.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1392,0,0,18:05:33 CT 04 Feb 2021,0,0,0,0.8260,0,0,3250.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1815,0,0,18:05:07 CT 04 Feb 2021,0,0,0,0.6241,0,0,3000.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0944,0,0,18:04:11 CT 04 Feb 2021,0,0,0,1.2252,0,0,3700.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1124,0,0,18:04:04 CT 04 Feb 2021,0,0,0,1.0457,0,0,3500.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0228,0,0,08:23:03 CT 05 Feb 2021,0,0,0,2.7860,0,0,5300.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0251,0,0,18:05:07 CT 04 Feb 2021,0,0,0,2.6460,0,0,5200.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0302,0,0,18:05:09 CT 04 Feb 2021,0,0,0,2.4520,0,0,5000.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0061,0,0,18:04:32 CT 04 Feb 2021,0,0,0,4.1736,0,0,6750.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0476,0,0,18:03:50 CT 04 Feb 2021,0,0,0,1.9720,0,0,4500.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0736,0,0,18:05:13 CT 04 Feb 2021,0,0,0,1.5016,0,0,4000.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0905,0,0,18:04:29 CT 04 Feb 2021,0,0,0,1.2708,0,0,3750.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0398,0,0,18:04:13 CT 04 Feb 2021,0,0,0,2.1630,0,0,4700.0,2024-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2480,0,0,18:04:02 CT 04 Feb 2021,0,0,0,0.5435,0,0,3050.0,2025-01-01
18:04:13 CT 04 Feb 2021,0,0,0,0.6860,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1644,0,0,2250.0,2025-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4783,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2621,0,0,2500.0,2025-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4259,0,0,18:04:51 CT 04 Feb 2021,0,0,0,0.2844,0,0,2600.0,2025-01-01
18:04:02 CT 04 Feb 2021,0,0,0,0.4452,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3339,0,0,2650.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3562,0,0,18:05:11 CT 04 Feb 2021,0,0,0,0.3602,0,0,2750.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2633,0,0,18:05:07 CT 04 Feb 2021,0,0,0,0.5103,0,0,3000.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1980,0,0,18:05:33 CT 04 Feb 2021,0,0,0,0.6884,0,0,3250.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3159,0,0,18:04:27 CT 04 Feb 2021,0,0,0,0.4171,0,0,2850.0,2025-01-01
08:23:02 CT 05 Feb 2021,0,0,0,0.1316,0,0,18:04:11 CT 04 Feb 2021,0,0,0,1.0639,0,0,3700.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1263,0,0,18:04:29 CT 04 Feb 2021,0,0,0,1.1081,0,0,3750.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1029,0,0,18:05:10 CT 04 Feb 2021,0,0,0,1.3318,0,0,4000.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0112,0,0,18:04:28 CT 04 Feb 2021,0,0,0,3.9775,0,0,6750.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0700,0,0,18:05:47 CT 04 Feb 2021,0,0,0,1.7947,0,0,4500.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0597,0,0,18:05:09 CT 04 Feb 2021,0,0,0,1.9831,0,0,4700.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0469,0,0,18:05:09 CT 04 Feb 2021,0,0,0,2.2686,0,0,5000.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0368,0,0,08:23:03 CT 05 Feb 2021,0,0,0,2.5980,0,0,5300.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0298,0,0,18:05:07 CT 04 Feb 2021,0,0,0,2.7991,0,0,5550.0,2025-01-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1549,0,0,18:04:35 CT 04 Feb 2021,0,0,0,0.8901,0,0,3500.0,2025-01-01
18:04:13 CT 04 Feb 2021,0,0,0,0.7565,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1311,0,0,2250.0,2025-02-01
18:05:03 CT 04 Feb 2021,0,0,0,0.5945,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2244,0,0,2500.0,2025-02-01
18:05:56 CT 04 Feb 2021,0,0,0,0.5373,0,0,18:06:09 CT 04 Feb 2021,0,0,0,0.2513,0,0,2600.0,2025-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4223,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.3236,0,0,2750.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3228,0,0,18:05:54 CT 04 Feb 2021,0,0,0,0.4683,0,0,3000.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0817,0,0,18:05:40 CT 04 Feb 2021,0,0,0,2.2052,0,0,5000.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1333,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.2628,0,0,4000.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0582,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.9792,0,0,5800.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0537,0,0,18:05:23 CT 04 Feb 2021,0,0,0,3.1741,0,0,6000.0,2025-02-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0360,0,0,18:05:24 CT 04 Feb 2021,0,0,0,3.9047,0,0,6750.0,2025-02-01
18:05:46 CT 04 Feb 2021,0,0,0,0.2237,0,0,18:03:45 CT 04 Feb 2021,0,0,0,0.8377,0,0,3500.0,2025-02-01
08:23:02 CT 05 Feb 2021,0,0,0,0.4008,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.3447,0,0,2750.0,2025-03-01
18:04:13 CT 04 Feb 2021,0,0,0,0.7248,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1435,0,0,2250.0,2025-03-01
18:04:58 CT 04 Feb 2021,0,0,0,0.5675,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2417,0,0,2500.0,2025-03-01
18:04:05 CT 04 Feb 2021,0,0,0,0.5123,0,0,18:03:48 CT 04 Feb 2021,0,0,0,0.2693,0,0,2600.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3064,0,0,18:05:54 CT 04 Feb 2021,0,0,0,0.4943,0,0,3000.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0351,0,0,18:03:45 CT 04 Feb 2021,0,0,0,3.9468,0,0,6750.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1289,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.3011,0,0,4000.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0799,0,0,18:04:50 CT 04 Feb 2021,0,0,0,2.2465,0,0,5000.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0583,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.9724,0,0,5750.0,2025-03-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0526,0,0,18:05:29 CT 04 Feb 2021,0,0,0,3.2162,0,0,6000.0,2025-03-01
18:04:13 CT 04 Feb 2021,0,0,0,0.2143,0,0,18:04:52 CT 04 Feb 2021,0,0,0,0.8713,0,0,3500.0,2025-03-01
18:04:13 CT 04 Feb 2021,0,0,0,0.6191,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1775,0,0,2250.0,2025-04-01
18:05:07 CT 04 Feb 2021,0,0,0,0.4763,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.2897,0,0,2500.0,2025-04-01
18:05:51 CT 04 Feb 2021,0,0,0,0.4276,0,0,18:05:26 CT 04 Feb 2021,0,0,0,0.3246,0,0,2600.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.3340,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.4095,0,0,2750.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2535,0,0,18:05:55 CT 04 Feb 2021,0,0,0,0.5743,0,0,3000.0,2025-04-01
18:05:44 CT 04 Feb 2021,0,0,0,0.1788,0,0,18:04:39 CT 04 Feb 2021,0,0,0,0.9758,0,0,3500.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1118,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.4212,0,0,4000.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0699,0,0,18:06:04 CT 04 Feb 2021,0,0,0,2.3748,0,0,5000.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0556,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.9090,0,0,5550.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0455,0,0,18:05:28 CT 04 Feb 2021,0,0,0,3.3477,0,0,6000.0,2025-04-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0290,0,0,18:05:22 CT 04 Feb 2021,0,0,0,4.0796,0,0,6750.0,2025-04-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4193,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2718,0,0,2250.0,2025-05-01
18:05:07 CT 04 Feb 2021,0,0,0,0.3103,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4176,0,0,2500.0,2025-05-01
18:05:39 CT 04 Feb 2021,0,0,0,0.2779,0,0,18:05:07 CT 04 Feb 2021,0,0,0,0.4639,0,0,2600.0,2025-05-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2137,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5725,0,0,2750.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0196,0,0,18:05:28 CT 04 Feb 2021,0,0,0,3.6085,0,0,6000.0,2025-05-01
18:04:42 CT 04 Feb 2021,0,0,0,0.1207,0,0,18:04:22 CT 04 Feb 2021,0,0,0,1.2067,0,0,3500.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0750,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.6706,0,0,4000.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0371,0,0,18:04:50 CT 04 Feb 2021,0,0,0,2.6282,0,0,5000.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0128,0,0,18:04:14 CT 04 Feb 2021,0,0,0,4.3508,0,0,6750.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1679,0,0,18:05:54 CT 04 Feb 2021,0,0,0,0.7730,0,0,3000.0,2025-05-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0745,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.6911,0,0,4000.0,2025-06-01
18:05:31 CT 04 Feb 2021,0,0,0,0.1195,0,0,18:03:54 CT 04 Feb 2021,0,0,0,1.2265,0,0,3500.0,2025-06-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1651,0,0,18:05:56 CT 04 Feb 2021,0,0,0,0.7911,0,0,3000.0,2025-06-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2095,0,0,18:04:57 CT 04 Feb 2021,0,0,0,0.5892,0,0,2750.0,2025-06-01
18:05:30 CT 04 Feb 2021,0,0,0,0.2719,0,0,18:04:19 CT 04 Feb 2021,0,0,0,0.4789,0,0,2600.0,2025-06-01
18:04:58 CT 04 Feb 2021,0,0,0,0.3030,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4314,0,0,2500.0,2025-06-01
18:04:20 CT 04 Feb 2021,0,0,0,0.4092,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2829,0,0,2250.0,2025-06-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0371,0,0,18:04:28 CT 04 Feb 2021,0,0,0,2.6491,0,0,5000.0,2025-06-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0197,0,0,18:05:29 CT 04 Feb 2021,0,0,0,3.6296,0,0,6000.0,2025-06-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0130,0,0,18:06:01 CT 04 Feb 2021,0,0,0,4.3719,0,0,6750.0,2025-06-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1774,0,0,18:05:54 CT 04 Feb 2021,0,0,0,0.7702,0,0,3000.0,2025-07-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0147,0,0,18:05:13 CT 04 Feb 2021,0,0,0,4.3399,0,0,6750.0,2025-07-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0221,0,0,18:05:23 CT 04 Feb 2021,0,0,0,3.5983,0,0,6000.0,2025-07-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0398,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.6682,0,0,5050.0,2025-07-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0411,0,0,18:04:46 CT 04 Feb 2021,0,0,0,2.6196,0,0,5000.0,2025-07-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0810,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.6641,0,0,4000.0,2025-07-01
18:04:30 CT 04 Feb 2021,0,0,0,0.1288,0,0,18:05:52 CT 04 Feb 2021,0,0,0,1.2018,0,0,3500.0,2025-07-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2245,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5711,0,0,2750.0,2025-07-01
18:05:26 CT 04 Feb 2021,0,0,0,0.2907,0,0,18:05:31 CT 04 Feb 2021,0,0,0,0.4637,0,0,2600.0,2025-07-01
18:04:58 CT 04 Feb 2021,0,0,0,0.3239,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.4174,0,0,2500.0,2025-07-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4343,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2731,0,0,2250.0,2025-07-01
18:04:56 CT 04 Feb 2021,0,0,0,0.3119,0,0,18:06:06 CT 04 Feb 2021,0,0,0,0.4469,0,0,2600.0,2025-08-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4622,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2625,0,0,2250.0,2025-08-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2419,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5510,0,0,2750.0,2025-08-01
18:05:03 CT 04 Feb 2021,0,0,0,0.3473,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4022,0,0,2500.0,2025-08-01
18:03:54 CT 04 Feb 2021,0,0,0,0.1391,0,0,18:05:35 CT 04 Feb 2021,0,0,0,1.1741,0,0,3500.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1912,0,0,18:05:56 CT 04 Feb 2021,0,0,0,0.7466,0,0,3000.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0455,0,0,18:04:11 CT 04 Feb 2021,0,0,0,2.5865,0,0,5000.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0427,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.6833,0,0,5100.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0248,0,0,18:05:27 CT 04 Feb 2021,0,0,0,3.5633,0,0,6000.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0165,0,0,18:05:04 CT 04 Feb 2021,0,0,0,4.3039,0,0,6750.0,2025-08-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0883,0,0,18:04:57 CT 04 Feb 2021,0,0,0,1.6339,0,0,4000.0,2025-08-01
18:04:13 CT04 Feb 2021,0,0,0,0.4696,0,0,08:23:02 CT05 Feb 2021,0,0,0,0.2638,0,0,2250.0,2025-09-01
18:05:03 CT04 Feb 2021,0,0,0,0.3541,0,0,08:23:03 CT05 Feb 2021,0,0,0,0.4029,0,0,2500.0,2025-09-01
18:04:50 CT04 Feb 2021,0,0,0,0.3185,0,0,18:05:16 CT04 Feb 2021,0,0,0,0.4475,0,0,2600.0,2025-09-01
08:23:02 CT05 Feb 2021,0,0,0,0.2479,0,0,18:05:02 CT04 Feb 2021,0,0,0,0.5512,0,0,2750.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.1968,0,0,18:05:56 CT04 Feb 2021,0,0,0,0.7465,0,0,3000.0,2025-09-01
18:04:38 CT04 Feb 2021,0,0,0,0.1438,0,0,18:06:08 CT04 Feb 2021,0,0,0,1.1728,0,0,3500.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.0917,0,0,18:05:02 CT04 Feb 2021,0,0,0,1.6316,0,0,4000.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.0436,0,0,18:05:03 CT04 Feb 2021,0,0,0,2.7282,0,0,5150.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.0263,0,0,18:05:38 CT04 Feb 2021,0,0,0,3.5589,0,0,6000.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.0177,0,0,18:04:29 CT04 Feb 2021,0,0,0,4.2991,0,0,6750.0,2025-09-01
08:23:03 CT05 Feb 2021,0,0,0,0.0478,0,0,18:04:23 CT04 Feb 2021,0,0,0,2.5829,0,0,5000.0,2025-09-01
18:05:39 CT 04 Feb 2021,0,0,0,0.1445,0,0,18:05:08 CT 04 Feb 2021,0,0,0,1.1805,0,0,3500.0,2025-10-01
18:05:03 CT 04 Feb 2021,0,0,0,0.3530,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.4087,0,0,2500.0,2025-10-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2476,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5580,0,0,2750.0,2025-10-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4675,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2686,0,0,2250.0,2025-10-01
18:06:06 CT 04 Feb 2021,0,0,0,0.3178,0,0,18:04:21 CT 04 Feb 2021,0,0,0,0.4538,0,0,2600.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1968,0,0,18:05:56 CT 04 Feb 2021,0,0,0,0.7536,0,0,3000.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0442,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.7359,0,0,5150.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0268,0,0,18:05:29 CT 04 Feb 2021,0,0,0,3.5665,0,0,6000.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0181,0,0,18:05:20 CT 04 Feb 2021,0,0,0,4.3067,0,0,6750.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0485,0,0,18:03:56 CT 04 Feb 2021,0,0,0,2.5908,0,0,5000.0,2025-10-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0924,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.6395,0,0,4000.0,2025-10-01
18:05:34 CT 04 Feb 2021,0,0,0,0.3346,0,0,18:04:12 CT 04 Feb 2021,0,0,0,0.4436,0,0,2600.0,2025-11-01
18:04:13 CT 04 Feb 2021,0,0,0,0.4888,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2624,0,0,2250.0,2025-11-01
18:05:03 CT 04 Feb 2021,0,0,0,0.3713,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.3994,0,0,2500.0,2025-11-01
08:23:02 CT 05 Feb 2021,0,0,0,0.2618,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.5457,0,0,2750.0,2025-11-01
18:05:25 CT 04 Feb 2021,0,0,0,0.1533,0,0,18:05:22 CT 04 Feb 2021,0,0,0,1.1623,0,0,3500.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0988,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.6193,0,0,4000.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0525,0,0,18:04:45 CT 04 Feb 2021,0,0,0,2.5680,0,0,5000.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0480,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.7130,0,0,5150.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2082,0,0,18:05:56 CT 04 Feb 2021,0,0,0,0.7386,0,0,3000.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0199,0,0,18:05:34 CT 04 Feb 2021,0,0,0,4.2817,0,0,6750.0,2025-11-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0293,0,0,18:05:33 CT 04 Feb 2021,0,0,0,3.5422,0,0,6000.0,2025-11-01
18:04:13 CT 04 Feb 2021,0,0,0,0.5711,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.2329,0,0,2250.0,2025-12-01
18:05:03 CT 04 Feb 2021,0,0,0,0.4404,0,0,08:23:03 CT 05 Feb 2021,0,0,0,0.3566,0,0,2500.0,2025-12-01
18:06:05 CT 04 Feb 2021,0,0,0,0.3961,0,0,18:05:55 CT 04 Feb 2021,0,0,0,0.3951,0,0,2600.0,2025-12-01
08:23:02 CT 05 Feb 2021,0,0,0,0.3105,0,0,18:05:02 CT 04 Feb 2021,0,0,0,0.4859,0,0,2750.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.2356,0,0,18:05:55 CT 04 Feb 2021,0,0,0,0.6568,0,0,3000.0,2025-12-01
18:04:16 CT 04 Feb 2021,0,0,0,0.1688,0,0,18:04:50 CT 04 Feb 2021,0,0,0,1.0678,0,0,3500.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.1065,0,0,18:05:02 CT 04 Feb 2021,0,0,0,1.5176,0,0,4000.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0550,0,0,18:03:49 CT 04 Feb 2021,0,0,0,2.4608,0,0,5000.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0451,0,0,18:05:03 CT 04 Feb 2021,0,0,0,2.7497,0,0,5300.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0283,0,0,18:05:27 CT 04 Feb 2021,0,0,0,3.4310,0,0,6000.0,2025-12-01
08:23:03 CT 05 Feb 2021,0,0,0,0.0176,0,0,18:04:01 CT 04 Feb 2021,0,0,0,4.1691,0,0,6750.0,2025-12-01
18:04:13 CT 04 Feb 2021,0,0,0,0.7378,0,0,08:23:02 CT 05 Feb 2021,0,0,0,0.1786,0,0,2250.0,2026-01-01
