CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
18:29:39 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,6.033,-,-,0,18:31:17 CT 02 Feb 2021,8500.0,2023-09-01
18:31:24 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,5.7831,-,-,0,18:30:25 CT 02 Feb 2021,8250.0,2023-09-01
18:30:09 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,5.5331,-,-,0,18:29:58 CT 02 Feb 2021,8000.0,2023-09-01
18:29:11 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,5.2831,-,-,0,18:31:03 CT 02 Feb 2021,7750.0,2023-09-01
18:30:51 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,5.0332,-,-,0,18:30:03 CT 02 Feb 2021,7500.0,2023-09-01
18:31:09 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,4.9832,-,-,0,18:30:47 CT 02 Feb 2021,7450.0,2023-09-01
18:30:58 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,4.9332,-,-,0,18:30:25 CT 02 Feb 2021,7400.0,2023-09-01
18:30:08 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,4.8832,-,-,0,18:30:00 CT 02 Feb 2021,7350.0,2023-09-01
18:29:09 CT 02 Feb 2021,0,-,-,0.0002,-,-,-,-,4.8332,-,-,0,18:30:14 CT 02 Feb 2021,7300.0,2023-09-01
18:31:03 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,4.7833,-,-,0,18:31:22 CT 02 Feb 2021,7250.0,2023-09-01
18:30:53 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,4.7333,-,-,0,18:30:32 CT 02 Feb 2021,7200.0,2023-09-01
18:30:43 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,4.6833,-,-,0,18:31:26 CT 02 Feb 2021,7150.0,2023-09-01
18:30:45 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.533,-,-,0,18:31:26 CT 02 Feb 2021,11000.0,2023-09-01
18:29:08 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,4.6333,-,-,0,18:29:39 CT 02 Feb 2021,7100.0,2023-09-01
18:29:26 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,8.783,-,-,0,18:31:20 CT 02 Feb 2021,11250.0,2023-09-01
18:30:29 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.283,-,-,0,18:30:25 CT 02 Feb 2021,11750.0,2023-09-01
18:29:07 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.783,-,-,0,18:29:39 CT 02 Feb 2021,17250.0,2023-09-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.283,-,-,0,18:29:43 CT 02 Feb 2021,16750.0,2023-09-01
18:30:12 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,14.033,-,-,0,18:29:08 CT 02 Feb 2021,16500.0,2023-09-01
18:29:16 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.783,-,-,0,18:29:32 CT 02 Feb 2021,16250.0,2023-09-01
18:30:30 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.533,-,-,0,18:29:39 CT 02 Feb 2021,16000.0,2023-09-01
18:29:24 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.283,-,-,0,18:30:26 CT 02 Feb 2021,15750.0,2023-09-01
18:29:21 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,13.033,-,-,0,18:29:55 CT 02 Feb 2021,15500.0,2023-09-01
18:29:31 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.783,-,-,0,18:29:59 CT 02 Feb 2021,15250.0,2023-09-01
18:30:48 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.533,-,-,0,18:29:10 CT 02 Feb 2021,15000.0,2023-09-01
18:30:33 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.283,-,-,0,18:30:44 CT 02 Feb 2021,14750.0,2023-09-01
18:31:32 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,12.033,-,-,0,18:29:26 CT 02 Feb 2021,14500.0,2023-09-01
18:29:27 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.783,-,-,0,18:31:36 CT 02 Feb 2021,14250.0,2023-09-01
18:30:09 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.533,-,-,0,18:29:38 CT 02 Feb 2021,14000.0,2023-09-01
18:29:28 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.283,-,-,0,18:31:08 CT 02 Feb 2021,13750.0,2023-09-01
18:30:53 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,11.033,-,-,0,18:30:09 CT 02 Feb 2021,13500.0,2023-09-01
18:31:14 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.783,-,-,0,18:29:42 CT 02 Feb 2021,13250.0,2023-09-01
18:29:21 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.533,-,-,0,18:30:25 CT 02 Feb 2021,13000.0,2023-09-01
18:30:33 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.283,-,-,0,18:31:15 CT 02 Feb 2021,12750.0,2023-09-01
18:31:15 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,10.033,-,-,0,18:30:37 CT 02 Feb 2021,12500.0,2023-09-01
18:29:45 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.783,-,-,0,18:30:20 CT 02 Feb 2021,12250.0,2023-09-01
18:30:53 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.533,-,-,0,18:29:42 CT 02 Feb 2021,12000.0,2023-09-01
18:29:20 CT 02 Feb 2021,0,-,-,0.0001,-,-,-,-,9.033,-,-,0,18:29:08 CT 02 Feb 2021,11500.0,2023-09-01
18:29:59 CT 02 Feb 2021,0,-,-,0.0003,-,-,-,-,4.5833,-,-,0,18:31:22 CT 02 Feb 2021,7050.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0068,-,-,-,-,2.0426,-,-,0,18:31:17 CT 02 Feb 2021,4500.0,2023-09-01
18:30:37 CT 02 Feb 2021,0,-,-,0.0004,-,-,-,-,4.4834,-,-,0,18:31:12 CT 02 Feb 2021,6950.0,2023-09-01
18:31:06 CT 02 Feb 2021,0,-,-,0.0021,-,-,-,-,3.1351,-,-,0,18:31:05 CT 02 Feb 2021,5600.0,2023-09-01
18:31:09 CT 02 Feb 2021,0,-,-,0.0022,-,-,-,-,3.0852,-,-,0,18:30:24 CT 02 Feb 2021,5550.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0019,-,-,-,-,3.0739,-,-,0,08:20:18 CT 03 Feb 2021,5500.0,2023-09-01
18:30:03 CT 02 Feb 2021,0,-,-,0.0025,-,-,-,-,2.9855,-,-,0,18:29:22 CT 02 Feb 2021,5450.0,2023-09-01
18:30:36 CT 02 Feb 2021,0,-,-,0.0027,-,-,-,-,2.9357,-,-,0,18:29:38 CT 02 Feb 2021,5400.0,2023-09-01
18:31:04 CT 02 Feb 2021,0,-,-,0.0028,-,-,-,-,2.8858,-,-,0,18:30:07 CT 02 Feb 2021,5350.0,2023-09-01
18:30:04 CT 02 Feb 2021,0,-,-,0.003,-,-,-,-,2.836,-,-,0,18:31:22 CT 02 Feb 2021,5300.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0026,-,-,-,-,2.8249,-,-,0,08:20:18 CT 03 Feb 2021,5250.0,2023-09-01
18:31:00 CT 02 Feb 2021,0,-,-,0.0004,-,-,-,-,4.5334,-,-,0,18:30:43 CT 02 Feb 2021,7000.0,2023-09-01
18:29:35 CT 02 Feb 2021,0,-,-,0.0037,-,-,-,-,2.6867,-,-,0,18:30:31 CT 02 Feb 2021,5150.0,2023-09-01
18:30:22 CT 02 Feb 2021,0,-,-,0.004,-,-,-,-,2.637,-,-,0,18:29:55 CT 02 Feb 2021,5100.0,2023-09-01
18:30:23 CT 02 Feb 2021,0,-,-,0.0043,-,-,-,-,2.5873,-,-,0,18:29:52 CT 02 Feb 2021,5050.0,2023-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0034,-,-,-,-,2.5376,-,-,0,18:30:18 CT 02 Feb 2021,5000.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0036,-,-,-,-,2.4879,-,-,0,18:30:23 CT 02 Feb 2021,4950.0,2023-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0039,-,-,-,-,2.4382,-,-,0,18:30:36 CT 02 Feb 2021,4900.0,2023-09-01
18:30:17 CT 02 Feb 2021,0,-,-,0.0056,-,-,-,-,2.3886,-,-,0,18:29:34 CT 02 Feb 2021,4850.0,2023-09-01
18:30:39 CT 02 Feb 2021,0,-,-,0.006,-,-,-,-,2.339,-,-,0,18:30:48 CT 02 Feb 2021,4800.0,2023-09-01
18:29:38 CT 02 Feb 2021,0,-,-,0.0065,-,-,-,-,2.2895,-,-,0,18:30:09 CT 02 Feb 2021,4750.0,2023-09-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0051,-,-,-,-,2.24,-,-,0,18:30:28 CT 02 Feb 2021,4700.0,2023-09-01
18:31:10 CT 02 Feb 2021,0,-,-,0.0076,-,-,-,-,2.1906,-,-,0,18:30:07 CT 02 Feb 2021,4650.0,2023-09-01
18:29:11 CT 02 Feb 2021,0,-,-,0.0082,-,-,-,-,2.1412,-,-,0,18:31:15 CT 02 Feb 2021,4600.0,2023-09-01
18:31:13 CT 02 Feb 2021,0,-,-,0.0019,-,-,-,-,3.1849,-,-,0,18:31:06 CT 02 Feb 2021,5650.0,2023-09-01
18:30:56 CT 02 Feb 2021,0,-,-,0.0018,-,-,-,-,3.2348,-,-,0,18:30:35 CT 02 Feb 2021,5700.0,2023-09-01
18:29:49 CT 02 Feb 2021,0,-,-,0.0034,-,-,-,-,2.7364,-,-,0,18:30:25 CT 02 Feb 2021,5200.0,2023-09-01
18:29:07 CT 02 Feb 2021,0,-,-,0.0016,-,-,-,-,3.3346,-,-,0,18:30:25 CT 02 Feb 2021,5800.0,2023-09-01
18:31:30 CT 02 Feb 2021,0,-,-,0.0017,-,-,-,-,3.2847,-,-,0,18:30:43 CT 02 Feb 2021,5750.0,2023-09-01
18:30:22 CT 02 Feb 2021,0,-,-,0.0005,-,-,-,-,4.3835,-,-,0,18:29:51 CT 02 Feb 2021,6850.0,2023-09-01
18:30:42 CT 02 Feb 2021,0,-,-,0.0005,-,-,-,-,4.3335,-,-,0,18:30:45 CT 02 Feb 2021,6800.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0006,-,-,-,-,4.2835,-,-,0,18:29:25 CT 02 Feb 2021,6750.0,2023-09-01
18:31:24 CT 02 Feb 2021,0,-,-,0.0006,-,-,-,-,4.2336,-,-,0,18:30:31 CT 02 Feb 2021,6700.0,2023-09-01
18:30:23 CT 02 Feb 2021,0,-,-,0.0006,-,-,-,-,4.1836,-,-,0,18:30:05 CT 02 Feb 2021,6650.0,2023-09-01
18:30:40 CT 02 Feb 2021,0,-,-,0.0006,-,-,-,-,4.1336,-,-,0,18:29:43 CT 02 Feb 2021,6600.0,2023-09-01
18:30:53 CT 02 Feb 2021,0,-,-,0.0007,-,-,-,-,4.0837,-,-,0,18:30:39 CT 02 Feb 2021,6550.0,2023-09-01
18:30:08 CT 02 Feb 2021,0,-,-,0.0007,-,-,-,-,4.0337,-,-,0,18:30:32 CT 02 Feb 2021,6500.0,2023-09-01
18:29:24 CT 02 Feb 2021,0,-,-,0.0008,-,-,-,-,3.9838,-,-,0,18:30:02 CT 02 Feb 2021,6450.0,2023-09-01
18:29:42 CT 02 Feb 2021,0,-,-,0.0008,-,-,-,-,3.9338,-,-,0,18:31:28 CT 02 Feb 2021,6400.0,2023-09-01
18:29:22 CT 02 Feb 2021,0,-,-,0.0004,-,-,-,-,4.4334,-,-,0,18:29:59 CT 02 Feb 2021,6900.0,2023-09-01
18:30:17 CT 02 Feb 2021,0,-,-,0.0009,-,-,-,-,3.8339,-,-,0,18:31:02 CT 02 Feb 2021,6300.0,2023-09-01
18:30:06 CT 02 Feb 2021,0,-,-,0.0009,-,-,-,-,3.7839,-,-,0,18:31:31 CT 02 Feb 2021,6250.0,2023-09-01
18:29:37 CT 02 Feb 2021,0,-,-,0.001,-,-,-,-,3.734,-,-,0,18:29:36 CT 02 Feb 2021,6200.0,2023-09-01
18:29:32 CT 02 Feb 2021,0,-,-,0.0011,-,-,-,-,3.6841,-,-,0,18:31:20 CT 02 Feb 2021,6150.0,2023-09-01
18:31:02 CT 02 Feb 2021,0,-,-,0.0011,-,-,-,-,3.6341,-,-,0,18:31:29 CT 02 Feb 2021,6100.0,2023-09-01
18:30:50 CT 02 Feb 2021,0,-,-,0.0012,-,-,-,-,3.5842,-,-,0,18:31:05 CT 02 Feb 2021,6050.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0012,-,-,-,-,3.5343,-,-,0,18:30:30 CT 02 Feb 2021,6000.0,2023-09-01
18:29:59 CT 02 Feb 2021,0,-,-,0.0014,-,-,-,-,3.4844,-,-,0,18:30:27 CT 02 Feb 2021,5950.0,2023-09-01
18:29:52 CT 02 Feb 2021,0,-,-,0.0014,-,-,-,-,3.4344,-,-,0,18:29:10 CT 02 Feb 2021,5900.0,2023-09-01
18:30:15 CT 02 Feb 2021,0,-,-,0.0015,-,-,-,-,3.3845,-,-,0,18:30:50 CT 02 Feb 2021,5850.0,2023-09-01
18:29:28 CT 02 Feb 2021,0,-,-,0.0008,-,-,-,-,3.8838,-,-,0,18:30:18 CT 02 Feb 2021,6350.0,2023-09-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1466,-,-,-,-,0.5142,-,-,0,18:30:24 CT 02 Feb 2021,2800.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1415,-,-,-,-,0.5286,-,-,0,18:30:15 CT 02 Feb 2021,2820.0,2023-10-01
18:30:51 CT 02 Feb 2021,0,-,-,0.1527,-,-,-,-,0.5507,-,-,0,18:29:33 CT 02 Feb 2021,2850.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0927,-,-,-,-,0.706,-,-,0,18:29:28 CT 02 Feb 2021,3050.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1224,-,-,-,-,0.5881,-,-,0,18:29:41 CT 02 Feb 2021,2900.0,2023-10-01
18:29:14 CT 02 Feb 2021,0,-,-,0.1285,-,-,-,-,0.6265,-,-,0,18:31:32 CT 02 Feb 2021,2950.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1017,-,-,-,-,0.6658,-,-,0,18:30:58 CT 02 Feb 2021,3000.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.1547,-,-,-,-,0.4928,-,-,0,18:29:37 CT 02 Feb 2021,2770.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1292,-,-,-,-,0.5656,-,-,0,18:31:29 CT 02 Feb 2021,2870.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1603,-,-,-,-,0.5007,-,-,0,08:20:17 CT 03 Feb 2021,2750.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2046,-,-,-,-,0.3856,-,-,0,18:29:50 CT 02 Feb 2021,2610.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1751,-,-,-,-,0.4655,-,-,0,08:20:17 CT 03 Feb 2021,2700.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.1845,-,-,-,-,0.4244,-,-,0,18:29:44 CT 02 Feb 2021,2670.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.191,-,-,-,-,0.4315,-,-,0,08:20:18 CT 03 Feb 2021,2650.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2081,-,-,-,-,0.3793,-,-,0,18:30:22 CT 02 Feb 2021,2600.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2152,-,-,-,-,0.3669,-,-,0,18:30:05 CT 02 Feb 2021,2580.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2189,-,-,-,-,0.3607,-,-,0,18:29:54 CT 02 Feb 2021,2570.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2264,-,-,-,-,0.3485,-,-,0,18:29:44 CT 02 Feb 2021,2550.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.2459,-,-,-,-,0.3368,-,-,0,08:20:18 CT 03 Feb 2021,2500.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2668,-,-,-,-,0.3078,-,-,0,08:20:17 CT 03 Feb 2021,2450.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.166,-,-,-,-,0.4649,-,-,0,18:30:18 CT 02 Feb 2021,2730.0,2023-10-01
18:31:15 CT 02 Feb 2021,0,-,-,0.0991,-,-,-,-,0.7471,-,-,0,18:30:11 CT 02 Feb 2021,3100.0,2023-10-01
18:30:24 CT 02 Feb 2021,0,-,-,0.0138,-,-,-,-,1.8618,-,-,0,18:31:15 CT 02 Feb 2021,4300.0,2023-10-01
18:29:15 CT 02 Feb 2021,0,-,-,0.0832,-,-,-,-,0.8312,-,-,0,18:31:29 CT 02 Feb 2021,3200.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.2712,-,-,-,-,0.2856,-,-,0,18:29:44 CT 02 Feb 2021,2440.0,2023-10-01
18:30:34 CT 02 Feb 2021,0,-,-,0.0149,-,-,-,-,1.8129,-,-,0,18:30:13 CT 02 Feb 2021,4250.0,2023-10-01
18:30:39 CT 02 Feb 2021,0,-,-,0.016,-,-,-,-,1.764,-,-,0,18:30:13 CT 02 Feb 2021,4200.0,2023-10-01
18:30:26 CT 02 Feb 2021,0,-,-,0.0173,-,-,-,-,1.7153,-,-,0,18:31:34 CT 02 Feb 2021,4150.0,2023-10-01
18:29:28 CT 02 Feb 2021,0,-,-,0.0188,-,-,-,-,1.6668,-,-,0,18:29:55 CT 02 Feb 2021,4100.0,2023-10-01
18:31:02 CT 02 Feb 2021,0,-,-,0.0203,-,-,-,-,1.6183,-,-,0,18:31:30 CT 02 Feb 2021,4050.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0163,-,-,-,-,1.57,-,-,0,18:30:28 CT 02 Feb 2021,4000.0,2023-10-01
18:31:20 CT 02 Feb 2021,0,-,-,0.0238,-,-,-,-,1.5218,-,-,0,18:29:22 CT 02 Feb 2021,3950.0,2023-10-01
18:30:32 CT 02 Feb 2021,0,-,-,0.0258,-,-,-,-,1.4738,-,-,0,18:29:24 CT 02 Feb 2021,3900.0,2023-10-01
18:30:41 CT 02 Feb 2021,0,-,-,0.028,-,-,-,-,1.426,-,-,0,18:29:15 CT 02 Feb 2021,3850.0,2023-10-01
18:30:47 CT 02 Feb 2021,0,-,-,0.0908,-,-,-,-,0.7888,-,-,0,18:30:44 CT 02 Feb 2021,3150.0,2023-10-01
18:30:21 CT 02 Feb 2021,0,-,-,0.0304,-,-,-,-,1.3784,-,-,0,18:30:47 CT 02 Feb 2021,3800.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0278,-,-,-,-,1.2838,-,-,0,18:29:28 CT 02 Feb 2021,3700.0,2023-10-01
18:31:37 CT 02 Feb 2021,0,-,-,0.0389,-,-,-,-,1.2369,-,-,0,18:30:36 CT 02 Feb 2021,3650.0,2023-10-01
18:31:24 CT 02 Feb 2021,0,-,-,0.0423,-,-,-,-,1.1903,-,-,0,18:29:31 CT 02 Feb 2021,3600.0,2023-10-01
18:29:29 CT 02 Feb 2021,0,-,-,0.0459,-,-,-,-,1.1439,-,-,0,18:29:57 CT 02 Feb 2021,3550.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0402,-,-,-,-,1.0979,-,-,0,18:30:15 CT 02 Feb 2021,3500.0,2023-10-01
18:30:33 CT 02 Feb 2021,0,-,-,0.0544,-,-,-,-,1.0524,-,-,0,18:29:27 CT 02 Feb 2021,3450.0,2023-10-01
18:30:54 CT 02 Feb 2021,0,-,-,0.0592,-,-,-,-,1.0072,-,-,0,18:31:11 CT 02 Feb 2021,3400.0,2023-10-01
18:31:10 CT 02 Feb 2021,0,-,-,0.0644,-,-,-,-,0.9624,-,-,0,18:29:16 CT 02 Feb 2021,3350.0,2023-10-01
18:31:16 CT 02 Feb 2021,0,-,-,0.0701,-,-,-,-,0.9181,-,-,0,18:29:31 CT 02 Feb 2021,3300.0,2023-10-01
08:20:18 CT 03 Feb 2021,0,-,-,0.0641,-,-,-,-,0.8742,-,-,0,18:30:34 CT 02 Feb 2021,3250.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.0254,-,-,-,-,1.3309,-,-,0,18:31:09 CT 02 Feb 2021,3750.0,2023-10-01
18:29:44 CT 02 Feb 2021,0,-,-,0.3163,-,-,-,-,0.2801,-,-,0,08:20:17 CT 03 Feb 2021,2400.0,2023-10-01
18:30:31 CT 02 Feb 2021,0,-,-,1.2073,-,-,-,-,0.0053,-,-,0,18:29:14 CT 02 Feb 2021,1250.0,2023-10-01
08:20:17 CT 03 Feb 2021,0,-,-,0.3127,-,-,-,-,0.2538,-,-,0,08:20:17 CT 03 Feb 2021,2350.0,2023-10-01
18:30:00 CT 02 Feb 2021,0,-,-,1.4527,-,-,-,-,0.0007,-,-,0,18:29:32 CT 02 Feb 2021,1000.0,2023-10-01
18:31:21 CT 02 Feb 2021,0,-,-,1.5024,-,-,-,-,0.0004,-,-,0,18:29:55 CT 02 Feb 2021,950.0,2023-10-01
18:29:31 CT 02 Feb 2021,0,-,-,1.5522,-,-,-,-,0.0002,-,-,0,18:31:30 CT 02 Feb 2021,900.0,2023-10-01
18:30:11 CT 02 Feb 2021,0,-,-,1.6021,-,-,-,-,0.0001,-,-,0,18:29:29 CT 02 Feb 2021,850.0,2023-10-01
18:30:17 CT 02 Feb 2021,0,-,-,1.6521,-,-,-,-,0.0001,-,-,0,18:30:21 CT 02 Feb 2021,800.0,2023-10-01
18:30:26 CT 02 Feb 2021,0,-,-,1.702,-,-,-,-,0.0001,-,-,0,18:31:07 CT 02 Feb 2021,750.0,2023-10-01
18:31:10 CT 02 Feb 2021,0,-,-,1.752,-,-,-,-,0.0001,-,-,0,18:31:03 CT 02 Feb 2021,700.0,2023-10-01
18:29:35 CT 02 Feb 2021,0,-,-,1.802,-,-,-,-,0.0001,-,-,0,18:29:43 CT 02 Feb 2021,650.0,2023-10-01
18:29:47 CT 02 Feb 2021,0,-,-,1.852,-,-,-,-,0.0001,-,-,0,18:29:29 CT 02 Feb 2021,600.0,2023-10-01
18:30:56 CT 02 Feb 2021,0,-,-,1.902,-,-,-,-,0.0001,-,-,0,18:30:45 CT 02 Feb 2021,550.0,2023-10-01
18:30:42 CT 02 Feb 2021,0,-,-,1.952,-,-,-,-,0.0001,-,-,0,18:29:29 CT 02 Feb 2021,500.0,2023-10-01
18:31:31 CT 02 Feb 2021,0,-,-,2.002,-,-,-,-,0.0001,-,-,0,18:29:40 CT 02 Feb 2021,450.0,2023-10-01
18:29:36 CT 02 Feb 2021,0,-,-,2.052,-,-,-,-,0.0001,-,-,0,18:30:10 CT 02 Feb 2021,400.0,2023-10-01
18:31:17 CT 02 Feb 2021,0,-,-,2.102,-,-,-,-,0.0001,-,-,0,18:31:18 CT 02 Feb 2021,350.0,2023-10-01
18:31:10 CT 02 Feb 2021,0,-,-,2.152,-,-,-,-,0.0001,-,-,0,18:30:30 CT 02 Feb 2021,300.0,2023-10-01
18:30:06 CT 02 Feb 2021,0,-,-,2.202,-,-,-,-,0.0001,-,-,0,18:30:28 CT 02 Feb 2021,250.0,2023-10-01
18:29:08 CT 02 Feb 2021,0,-,-,2.252,-,-,-,-,0.0001,-,-,0,18:29:17 CT 02 Feb 2021,200.0,2023-10-01
18:29:31 CT 02 Feb 2021,0,-,-,2.302,-,-,-,-,0.0001,-,-,0,18:31:29 CT 02 Feb 2021,150.0,2023-10-01
18:29:22 CT 02 Feb 2021,0,-,-,2.352,-,-,-,-,0.0001,-,-,0,18:30:14 CT 02 Feb 2021,100.0,2023-10-01
18:29:26 CT 02 Feb 2021,0,-,-,2.402,-,-,-,-,0.0001,-,-,0,18:29:49 CT 02 Feb 2021,50.0,2023-10-01
18:29:31 CT 02 Feb 2021,0,-,-,0.0128,-,-,-,-,1.9108,-,-,0,18:30:08 CT 02 Feb 2021,4350.0,2023-10-01
18:29:09 CT 02 Feb 2021,0,-,-,1.4031,-,-,-,-,0.0011,-,-,0,18:29:57 CT 02 Feb 2021,1050.0,2023-10-01
18:29:54 CT 02 Feb 2021,0,-,-,0.336,-,-,-,-,0.259,-,-,0,08:20:17 CT 03 Feb 2021,2360.0,2023-10-01
18:30:06 CT 02 Feb 2021,0,-,-,1.3537,-,-,-,-,0.0017,-,-,0,18:29:29 CT 02 Feb 2021,1100.0,2023-10-01
18:31:06 CT 02 Feb 2021,0,-,-,1.2557,-,-,-,-,0.0037,-,-,0,18:30:13 CT 02 Feb 2021,1200.0,2023-10-01
18:29:50 CT 02 Feb 2021,0,-,-,0.3671,-,-,-,-,0.229,-,-,0,08:20:17 CT 03 Feb 2021,2300.0,2023-10-01
18:30:16 CT 02 Feb 2021,0,-,-,0.3946,-,-,-,-,0.2056,-,-,0,08:20:17 CT 03 Feb 2021,2250.0,2023-10-01
18:30:23 CT 02 Feb 2021,0,-,-,0.4241,-,-,-,-,0.1721,-,-,0,18:30:04 CT 02 Feb 2021,2200.0,2023-10-01
18:30:24 CT 02 Feb 2021,0,-,-,0.4549,-,-,-,-,0.1529,-,-,0,18:30:16 CT 02 Feb 2021,2150.0,2023-10-01
18:29:39 CT 02 Feb 2021,0,-,-,0.4871,-,-,-,-,0.1351,-,-,0,18:29:44 CT 02 Feb 2021,2100.0,2023-10-01
18:29:42 CT 02 Feb 2021,0,-,-,0.5206,-,-,-,-,0.1186,-,-,0,18:29:11 CT 02 Feb 2021,2050.0,2023-10-01
18:30:00 CT 02 Feb 2021,0,-,-,0.5555,-,-,-,-,0.1109,-,-,0,08:20:18 CT 03 Feb 2021,2000.0,2023-10-01
18:29:40 CT 02 Feb 2021,0,-,-,0.5924,-,-,-,-,0.0904,-,-,0,18:30:42 CT 02 Feb 2021,1950.0,2023-10-01
18:31:22 CT 02 Feb 2021,0,-,-,0.6304,-,-,-,-,0.0831,-,-,0,08:20:17 CT 03 Feb 2021,1900.0,2023-10-01
18:30:48 CT 02 Feb 2021,0,-,-,0.6703,-,-,-,-,0.0683,-,-,0,18:29:29 CT 02 Feb 2021,1850.0,2023-10-01
18:29:29 CT 02 Feb 2021,0,-,-,0.7111,-,-,-,-,0.0591,-,-,0,18:29:58 CT 02 Feb 2021,1800.0,2023-10-01
18:31:22 CT 02 Feb 2021,0,-,-,0.7528,-,-,-,-,0.0518,-,-,0,08:20:17 CT 03 Feb 2021,1750.0,2023-10-01
18:29:18 CT 02 Feb 2021,0,-,-,0.7954,-,-,-,-,0.0434,-,-,0,18:31:31 CT 02 Feb 2021,1700.0,2023-10-01
18:31:05 CT 02 Feb 2021,0,-,-,0.8388,-,-,-,-,0.0368,-,-,0,18:31:02 CT 02 Feb 2021,1650.0,2023-10-01
